client_id,sexe,âge,revenu_mensuel,segment_age,revenu_cat,produit,canal_achat,montant_panier,panier_frequent,note_satisfaction,retour_produit,date_achat
11318,Homme,43,2689.39,Mature,Moyen,Maison,App,110.22,Non,2,Oui,2023-03-10
11319,Femme,32,2858.23,Adulte,Moyen,Beauté,Desktop,42.42,Non,2,Non,2023-03-20
11320,Femme,55,1854.94,Mature,Bas,Beauté,Mobile,50.07,Non,2,Non,2023-11-02
11321,Femme,40,3514.46,Adulte,Moyen,Beauté,Email,42.19,Oui,4,Non,2023-10-19
11322,Homme,39,3366.04,Adulte,Moyen,Électronique,Desktop,43.84,Non,4,Non,2023-06-28
11323,Femme,34,2782.68,Adulte,Moyen,Maison,Mobile,60.79,Non,4,Non,2023-04-23
11324,Homme,53,2834.24,Mature,Moyen,Électronique,Email,137.38,Non,4,Non,2023-01-19
11325,Homme,41,3522.99,Mature,Moyen,Électronique,Mobile,97.96,Non,3,Non,2023-12-19
11326,Femme,33,2452.09,Adulte,Moyen,Beauté,App,72.03,Oui,3,Non,2023-03-13
11327,Homme,30,2873.72,Adulte,Moyen,Maison,Mobile,65.88,Non,2,Non,2023-02-18
11328,Femme,37,2113.52,Adulte,Moyen,Beauté,Desktop,63.49,Oui,4,Non,2023-07-06
11329,Femme,28,2274.0,Adulte,Moyen,Beauté,App,54.51,Oui,5,Non,2023-07-12
11330,Homme,48,4142.22,Mature,Élevé,Sport,Mobile,65.73,Oui,4,Non,2023-03-04
11331,Femme,19,1636.05,Jeune,Bas,Beauté,Desktop,17.53,Non,4,Non,2023-07-21
11332,Femme,36,2410.19,Adulte,Moyen,Mode,Email,136.11,Oui,3,Non,2023-09-26
11333,Femme,44,1966.65,Mature,Bas,Électronique,Desktop,275.25,Non,4,Non,2023-03-28
11334,Femme,41,3430.67,Mature,Moyen,Maison,Mobile,88.65,Non,2,Non,2023-03-07
11335,Homme,30,4404.57,Adulte,Élevé,Électronique,Mobile,93.79,Non,2,Non,2023-05-12
11336,Femme,44,3065.36,Mature,Moyen,Mode,Desktop,117.42,Non,3,Non,2023-09-14
11337,Femme,29,3581.43,Adulte,Moyen,Mode,Desktop,36.59,Non,4,Non,2023-02-14
11338,Femme,37,2138.98,Adulte,Moyen,Maison,Mobile,32.12,Oui,5,Non,2023-01-19
11339,Homme,44,2519.96,Mature,Moyen,Électronique,Mobile,52.51,Non,4,Non,2023-07-04
11340,Femme,42,3656.18,Mature,Moyen,Beauté,Mobile,40.77,Non,2,Non,2023-05-05
11341,Homme,31,3216.92,Adulte,Moyen,Maison,Desktop,35.55,Non,2,Non,2023-03-04
11342,Femme,49,1176.66,Mature,Bas,Maison,Email,212.87,Non,4,Non,2023-01-09
11343,Femme,38,2247.45,Adulte,Moyen,Mode,Mobile,34.72,Non,3,Non,2023-03-30
11344,Femme,45,3565.22,Mature,Moyen,Beauté,Mobile,78.79,Oui,3,Non,2023-11-07
11345,Homme,53,3813.72,Mature,Moyen,Maison,Email,93.85,Oui,3,Non,2023-03-09
11346,Homme,49,3912.62,Mature,Moyen,Électronique,Email,67.44,Non,3,Non,2023-02-06
11347,Homme,49,2540.95,Mature,Moyen,Électronique,Email,113.01,Non,3,Non,2023-01-22
11348,Homme,39,2191.03,Adulte,Moyen,Maison,Email,50.26,Non,3,Non,2023-03-17
11349,Homme,45,2313.72,Mature,Moyen,Sport,Email,52.5,Non,4,Non,2023-01-10
11350,Homme,40,3911.88,Adulte,Moyen,Électronique,Email,79.38,Non,2,Non,2023-06-05
11351,Femme,25,2447.32,Jeune,Moyen,Maison,Mobile,198.4,Non,4,Non,2023-01-10
11352,Homme,41,2338.56,Mature,Moyen,Sport,Mobile,151.35,Oui,5,Non,2023-08-25
11353,Femme,40,3693.19,Adulte,Moyen,Mode,Mobile,65.04,Oui,3,Non,2023-02-28
11354,Homme,43,2231.27,Mature,Moyen,Maison,Mobile,42.74,Non,3,Non,2023-11-13
11355,Homme,36,4099.52,Adulte,Élevé,Sport,Mobile,105.02,Non,3,Non,2023-10-23
11356,Homme,30,4567.7,Adulte,Élevé,Électronique,Email,77.47,Non,3,Non,2023-04-08
11357,Femme,44,3370.79,Mature,Moyen,Électronique,Desktop,88.78,Oui,3,Non,2023-11-21
11358,Homme,24,2507.25,Jeune,Moyen,Électronique,Email,90.99,Non,3,Non,2023-11-12
11359,Homme,52,2526.91,Mature,Moyen,Mode,Mobile,285.56,Non,2,Non,2023-07-11
11360,Femme,35,2865.86,Adulte,Moyen,Beauté,Mobile,51.84,Oui,4,Non,2023-01-25
11361,Femme,40,2168.09,Adulte,Moyen,Mode,Desktop,53.32,Non,3,Non,2023-10-27
11362,Femme,43,3182.52,Mature,Moyen,Maison,Desktop,36.91,Non,2,Non,2023-08-22
11363,Femme,43,3090.37,Mature,Moyen,Électronique,Email,122.25,Oui,2,Oui,2023-04-16
11364,Homme,23,3525.85,Jeune,Moyen,Maison,App,50.52,Non,2,Oui,2023-10-13
11365,Femme,46,4227.97,Mature,Élevé,Beauté,Mobile,87.92,Non,3,Non,2023-11-30
11366,Homme,41,4971.17,Mature,Élevé,Électronique,Desktop,72.98,Non,3,Non,2023-09-22
11367,Homme,31,1955.91,Adulte,Bas,Électronique,Mobile,262.44,Non,2,Oui,2023-08-04
11368,Femme,30,3104.44,Adulte,Moyen,Beauté,Mobile,35.08,Non,4,Non,2023-01-01
11369,Homme,34,4245.65,Adulte,Élevé,Sport,Email,169.95,Non,2,Oui,2023-10-20
11370,Femme,25,3631.86,Jeune,Moyen,Électronique,App,103.53,Oui,3,Non,2023-10-13
11371,Homme,55,3024.1,Mature,Moyen,Sport,Desktop,163.04,Non,2,Non,2023-03-01
11372,Femme,52,2683.05,Mature,Moyen,Mode,Mobile,67.6,Non,2,Non,2023-05-08
11373,Femme,42,2732.28,Mature,Moyen,Mode,Mobile,30.09,Non,3,Non,2023-04-20
11374,Femme,35,3201.4,Adulte,Moyen,Mode,Email,45.24,Non,2,Oui,2023-08-16
11375,Femme,36,2347.88,Adulte,Moyen,Maison,App,54.65,Oui,3,Non,2023-12-12
11376,Femme,45,2724.09,Mature,Moyen,Maison,Email,226.98,Oui,5,Non,2023-09-01
11377,Femme,55,2826.7,Mature,Moyen,Mode,Desktop,113.72,Non,2,Oui,2023-12-10
11378,Homme,32,1000.0,Adulte,Bas,Maison,Desktop,76.27,Non,2,Non,2023-04-13
11379,Homme,26,3276.23,Adulte,Moyen,Mode,Email,67.51,Non,3,Non,2023-12-01
11380,Homme,53,1640.69,Mature,Bas,Maison,App,59.04,Oui,4,Non,2023-10-26
11381,Femme,20,3093.94,Jeune,Moyen,Maison,App,107.07,Oui,5,Non,2023-12-11
11382,Homme,27,3366.91,Adulte,Moyen,Électronique,Desktop,140.68,Non,4,Non,2023-11-08
11383,Femme,35,4009.16,Adulte,Élevé,Mode,Mobile,79.03,Non,2,Oui,2023-03-11
11384,Homme,22,3592.77,Jeune,Moyen,Sport,Mobile,112.76,Oui,5,Non,2023-01-27
11385,Homme,49,3383.78,Mature,Moyen,Sport,Mobile,69.51,Non,4,Non,2023-04-08
11386,Femme,46,2210.28,Mature,Moyen,Mode,Mobile,65.5,Non,4,Non,2023-04-03
11387,Homme,32,4847.91,Adulte,Élevé,Maison,Mobile,123.74,Non,2,Oui,2023-07-03
11388,Homme,50,3553.98,Mature,Moyen,Maison,Email,149.36,Oui,3,Non,2023-07-17
11389,Homme,52,3894.72,Mature,Moyen,Mode,Email,93.48,Non,4,Non,2023-10-16
11390,Femme,36,1192.28,Adulte,Bas,Mode,Mobile,165.63,Non,4,Non,2023-02-18
11391,Homme,33,3801.33,Adulte,Moyen,Maison,Mobile,188.66,Oui,4,Non,2023-10-12
11392,Femme,60,2649.49,Mature,Moyen,Maison,App,132.28,Non,2,Non,2023-07-08
11393,Homme,45,3349.41,Mature,Moyen,Électronique,Mobile,85.6,Non,4,Non,2023-03-12
11394,Homme,40,3193.73,Adulte,Moyen,Électronique,Desktop,111.64,Non,1,Non,2023-11-26
11395,Homme,51,2615.39,Mature,Moyen,Électronique,Mobile,85.5,Oui,5,Non,2023-10-23
11396,Homme,41,2969.35,Mature,Moyen,Sport,Mobile,29.99,Non,2,Oui,2023-07-25
11397,Femme,32,3078.83,Adulte,Moyen,Mode,Desktop,96.03,Non,3,Non,2023-10-03
11398,Homme,38,3809.49,Adulte,Moyen,Sport,Desktop,156.76,Non,4,Non,2023-11-06
11399,Femme,48,2288.32,Mature,Moyen,Maison,Desktop,75.56,Non,3,Non,2023-10-16
11400,Femme,18,3076.15,Jeune,Moyen,Beauté,Mobile,39.73,Non,3,Non,2023-05-06
11401,Homme,35,3703.59,Adulte,Moyen,Maison,Mobile,81.33,Non,3,Non,2023-01-11
11402,Homme,51,3335.29,Mature,Moyen,Électronique,Desktop,33.61,Non,4,Non,2023-06-12
11403,Femme,32,1634.28,Adulte,Bas,Maison,Mobile,113.3,Non,2,Oui,2023-10-18
11404,Femme,53,2939.9,Mature,Moyen,Maison,App,108.9,Oui,5,Non,2023-01-27
11405,Homme,52,3123.19,Mature,Moyen,Sport,Mobile,81.85,Non,3,Non,2023-09-27
11406,Homme,37,1000.0,Adulte,Bas,Électronique,Desktop,57.81,Non,1,Oui,2023-07-14
11407,Homme,32,2314.98,Adulte,Moyen,Électronique,Mobile,64.95,Non,4,Non,2023-09-01
11408,Homme,35,4461.02,Adulte,Élevé,Maison,Desktop,67.53,Oui,4,Non,2023-05-29
11409,Homme,64,4535.89,Senior,Élevé,Électronique,Mobile,253.56,Non,2,Oui,2023-02-25
11410,Femme,56,4048.89,Mature,Élevé,Mode,Mobile,68.09,Non,2,Oui,2023-12-04
11411,Homme,39,3905.66,Adulte,Moyen,Sport,Desktop,77.89,Non,4,Non,2023-08-11
11412,Homme,31,2499.54,Adulte,Moyen,Sport,App,54.33,Oui,5,Non,2023-03-30
11413,Femme,39,1906.56,Adulte,Bas,Mode,Email,83.94,Non,3,Non,2023-09-15
11414,Homme,40,4311.83,Adulte,Élevé,Sport,Email,235.27,Non,2,Non,2023-06-19
11415,Homme,25,3583.32,Jeune,Moyen,Maison,Mobile,98.28,Non,4,Non,2023-12-13
11416,Femme,38,3957.99,Adulte,Moyen,Maison,Email,77.25,Oui,4,Non,2023-02-22
11417,Homme,51,3031.87,Mature,Moyen,Électronique,Email,108.62,Non,3,Non,2023-03-16
11418,Femme,20,2384.75,Jeune,Moyen,Maison,Mobile,26.34,Non,3,Non,2023-06-26
11419,Homme,46,4209.83,Mature,Élevé,Sport,Mobile,154.86,Non,2,Oui,2023-06-21
11420,Homme,51,3784.7,Mature,Moyen,Sport,Desktop,46.69,Non,2,Non,2023-07-23
11421,Homme,32,3259.65,Adulte,Moyen,Sport,Desktop,69.89,Non,2,Non,2023-09-07
11422,Femme,54,2840.7,Mature,Moyen,Mode,Mobile,57.06,Non,3,Non,2023-06-01
11423,Femme,31,2986.64,Adulte,Moyen,Maison,Mobile,166.79,Non,4,Non,2023-03-16
11424,Femme,42,3684.9,Mature,Moyen,Mode,Desktop,234.41,Non,4,Non,2023-04-23
11425,Femme,34,3555.86,Adulte,Moyen,Maison,Email,40.18,Non,3,Non,2023-12-27
11426,Homme,34,1894.02,Adulte,Bas,Maison,App,35.62,Non,2,Non,2023-12-22
11427,Femme,31,3297.63,Adulte,Moyen,Beauté,Mobile,123.83,Oui,5,Non,2023-04-23
11428,Femme,44,3881.68,Mature,Moyen,Beauté,Email,67.87,Non,3,Non,2023-08-12
11429,Femme,46,1827.96,Mature,Bas,Maison,Email,90.35,Non,3,Non,2023-04-25
11430,Homme,37,3087.0,Adulte,Moyen,Électronique,Desktop,69.83,Oui,2,Non,2023-08-20
11431,Homme,24,5807.79,Jeune,Élevé,Électronique,App,122.28,Non,3,Non,2023-06-21
11432,Femme,42,2671.75,Mature,Moyen,Mode,Mobile,45.34,Non,2,Non,2023-12-09
11433,Femme,42,3687.77,Mature,Moyen,Beauté,App,79.68,Oui,4,Non,2023-01-22
11434,Homme,35,4257.89,Adulte,Élevé,Électronique,Email,90.23,Non,2,Oui,2023-12-08
11435,Femme,56,3179.86,Mature,Moyen,Beauté,Mobile,86.7,Oui,3,Non,2023-03-16
11436,Femme,22,3273.58,Jeune,Moyen,Maison,Desktop,100.19,Non,4,Non,2023-02-16
11437,Femme,18,3489.72,Jeune,Moyen,Maison,Desktop,45.23,Non,2,Oui,2023-12-26
11438,Femme,30,2432.26,Adulte,Moyen,Beauté,Desktop,34.47,Non,3,Non,2023-04-10
11439,Homme,45,3364.26,Mature,Moyen,Sport,Email,34.77,Oui,3,Non,2023-04-10
11440,Homme,27,2619.07,Adulte,Moyen,Électronique,Email,63.43,Non,2,Non,2023-05-12
11441,Homme,28,2742.67,Adulte,Moyen,Sport,Mobile,42.72,Non,3,Non,2023-12-24
11442,Femme,47,2785.7,Mature,Moyen,Beauté,App,31.98,Non,3,Non,2023-12-05
11443,Femme,42,1340.83,Mature,Bas,Beauté,Mobile,67.82,Non,3,Non,2023-08-26
11444,Homme,41,1902.65,Mature,Bas,Mode,Desktop,94.54,Oui,3,Non,2023-03-27
11445,Homme,45,4702.99,Mature,Élevé,Mode,Desktop,112.16,Non,3,Non,2023-06-15
11446,Homme,33,3495.04,Adulte,Moyen,Sport,Mobile,47.69,Non,2,Oui,2023-05-24
11447,Femme,34,3770.84,Adulte,Moyen,Beauté,Desktop,85.21,Non,2,Non,2023-08-02
11448,Homme,46,1673.53,Mature,Bas,Sport,App,39.66,Non,3,Non,2023-08-13
11449,Femme,24,3356.91,Jeune,Moyen,Électronique,Desktop,34.44,Non,1,Oui,2023-05-07
11450,Femme,18,2761.97,Jeune,Moyen,Beauté,Desktop,192.15,Non,4,Non,2023-11-30
11451,Homme,33,5575.29,Adulte,Élevé,Électronique,Mobile,162.01,Non,2,Oui,2023-09-23
11452,Homme,47,4902.85,Mature,Élevé,Sport,Email,62.12,Non,3,Non,2023-03-23
11453,Femme,40,2968.02,Adulte,Moyen,Mode,App,51.89,Oui,4,Non,2023-12-02
11454,Homme,46,2753.78,Mature,Moyen,Électronique,Mobile,219.38,Oui,4,Non,2023-06-12
11455,Homme,18,1875.65,Jeune,Bas,Maison,Email,39.95,Non,3,Non,2023-04-07
11456,Femme,41,2687.47,Mature,Moyen,Mode,Mobile,32.69,Non,2,Non,2023-02-07
11457,Femme,44,2507.42,Mature,Moyen,Beauté,Desktop,113.37,Oui,4,Non,2023-09-24
11458,Femme,24,3622.23,Jeune,Moyen,Beauté,Mobile,93.63,Non,3,Non,2023-04-24
11459,Femme,46,1000.0,Mature,Bas,Électronique,Mobile,75.72,Non,2,Non,2023-10-23
11460,Femme,36,2657.3,Adulte,Moyen,Maison,Email,84.76,Non,3,Non,2023-11-10
11461,Homme,68,3159.41,Senior,Moyen,Électronique,Email,129.39,Non,3,Non,2023-06-30
11462,Femme,18,2793.19,Jeune,Moyen,Mode,Mobile,172.94,Oui,5,Non,2023-12-05
11463,Femme,51,2364.58,Mature,Moyen,Mode,Email,127.37,Non,3,Non,2023-08-30
11464,Femme,34,3619.1,Adulte,Moyen,Maison,Desktop,55.31,Non,3,Non,2023-11-22
11465,Homme,21,4192.36,Jeune,Élevé,Électronique,Email,128.6,Non,2,Non,2023-01-31
11466,Femme,32,2906.36,Adulte,Moyen,Beauté,Desktop,82.47,Oui,3,Non,2023-12-03
11467,Femme,40,3513.8,Adulte,Moyen,Beauté,Mobile,117.89,Non,2,Oui,2023-04-14
11468,Femme,48,2841.6,Mature,Moyen,Électronique,Desktop,231.63,Non,4,Non,2023-06-14
11469,Homme,55,2319.23,Mature,Moyen,Maison,Mobile,27.54,Non,3,Non,2023-09-29
11470,Femme,52,2458.73,Mature,Moyen,Mode,Mobile,30.54,Non,3,Non,2023-09-20
11471,Femme,28,2700.71,Adulte,Moyen,Mode,Mobile,33.01,Oui,4,Non,2023-06-10
11472,Femme,49,1482.75,Mature,Bas,Beauté,Desktop,71.38,Oui,3,Non,2023-10-28
11473,Homme,41,4033.22,Mature,Élevé,Sport,Mobile,166.78,Non,2,Non,2023-10-22
11474,Homme,31,2177.83,Adulte,Moyen,Sport,Desktop,63.66,Non,4,Non,2023-06-12
11475,Homme,35,1000.0,Adulte,Bas,Sport,App,50.27,Oui,5,Non,2023-03-23
11476,Homme,30,3454.3,Adulte,Moyen,Électronique,Email,188.39,Non,1,Non,2023-02-15
11477,Femme,38,2926.19,Adulte,Moyen,Maison,Mobile,379.31,Non,2,Non,2023-10-25
11478,Femme,30,4152.5,Adulte,Élevé,Maison,Desktop,246.36,Non,2,Non,2023-07-14
11479,Homme,27,2030.17,Adulte,Moyen,Électronique,Email,98.72,Non,2,Non,2023-12-15
11480,Homme,42,2709.78,Mature,Moyen,Maison,Email,458.36,Non,3,Non,2023-05-01
11481,Femme,44,2474.48,Mature,Moyen,Maison,Mobile,117.23,Non,2,Non,2023-04-09
11482,Femme,36,1787.62,Adulte,Bas,Beauté,Desktop,75.76,Non,3,Non,2023-11-29
11483,Homme,51,3294.85,Mature,Moyen,Maison,Mobile,40.35,Non,4,Non,2023-10-24
11484,Homme,35,2555.2,Adulte,Moyen,Électronique,Email,55.16,Oui,3,Non,2023-03-09
11485,Homme,34,2219.55,Adulte,Moyen,Sport,Desktop,64.22,Non,3,Non,2023-09-12
11486,Homme,44,2393.26,Mature,Moyen,Sport,Mobile,81.35,Non,2,Non,2023-07-21
11487,Femme,36,2250.72,Adulte,Moyen,Maison,Desktop,38.72,Non,3,Non,2023-09-09
11488,Homme,38,3212.4,Adulte,Moyen,Sport,Email,111.59,Oui,4,Non,2023-06-07
11489,Homme,18,4344.69,Jeune,Élevé,Sport,Mobile,143.51,Oui,4,Non,2023-04-03
11490,Femme,38,2974.17,Adulte,Moyen,Électronique,Desktop,190.08,Non,2,Oui,2023-09-07
11491,Femme,19,2423.19,Jeune,Moyen,Électronique,Desktop,88.99,Non,4,Non,2023-12-20
11492,Femme,25,3601.64,Jeune,Moyen,Beauté,App,55.95,Oui,3,Non,2023-03-04
11493,Femme,24,1608.65,Jeune,Bas,Mode,Mobile,126.76,Oui,5,Non,2023-12-11
11494,Femme,27,2696.99,Adulte,Moyen,Beauté,Email,92.01,Non,2,Non,2023-06-10
11495,Homme,32,5908.29,Adulte,Élevé,Électronique,Mobile,62.32,Non,3,Non,2023-09-22
11496,Homme,33,3301.43,Adulte,Moyen,Sport,App,66.4,Non,3,Non,2023-12-02
11497,Homme,44,1423.92,Mature,Bas,Électronique,Mobile,159.72,Non,4,Non,2023-01-15
11498,Femme,40,2135.2,Adulte,Moyen,Beauté,Mobile,61.78,Non,4,Non,2023-11-16
11499,Homme,18,2315.94,Jeune,Moyen,Maison,Mobile,45.64,Oui,3,Non,2023-01-09
11500,Femme,38,1501.79,Adulte,Bas,Mode,Mobile,16.02,Oui,4,Non,2023-07-26
11501,Homme,41,3853.24,Mature,Moyen,Mode,Mobile,53.96,Oui,3,Non,2023-04-01
11502,Homme,34,3027.64,Adulte,Moyen,Sport,Desktop,75.7,Oui,5,Non,2023-09-14
11503,Femme,37,1213.68,Adulte,Bas,Électronique,App,36.65,Oui,3,Non,2023-10-23
11504,Femme,39,2709.95,Adulte,Moyen,Mode,Desktop,27.79,Non,3,Non,2023-07-21
11505,Homme,45,2622.89,Mature,Moyen,Électronique,Desktop,32.32,Non,3,Non,2023-12-10
11506,Homme,22,3909.02,Jeune,Moyen,Sport,Email,62.02,Non,2,Non,2023-10-18
11507,Homme,35,3700.41,Adulte,Moyen,Maison,Mobile,82.01,Oui,3,Non,2023-03-31
11508,Homme,53,5842.37,Mature,Élevé,Électronique,Mobile,177.98,Non,3,Non,2023-01-09
11509,Homme,52,2799.4,Mature,Moyen,Électronique,App,93.49,Oui,4,Non,2023-02-19
11510,Femme,46,2162.21,Mature,Moyen,Mode,Mobile,112.15,Non,3,Non,2023-10-18
11511,Femme,43,1823.7,Mature,Bas,Mode,Desktop,27.97,Non,3,Non,2023-02-05
11512,Femme,54,2310.59,Mature,Moyen,Mode,Email,48.98,Non,2,Oui,2023-06-18
11513,Femme,57,3276.81,Mature,Moyen,Électronique,Mobile,93.98,Non,2,Non,2023-03-14
11514,Homme,36,2951.29,Adulte,Moyen,Électronique,App,30.84,Oui,4,Non,2023-04-21
11515,Homme,28,4975.14,Adulte,Élevé,Sport,Desktop,205.25,Non,2,Non,2023-01-22
11516,Femme,35,3566.09,Adulte,Moyen,Électronique,App,250.71,Oui,3,Non,2023-01-08
11517,Homme,68,2762.84,Senior,Moyen,Électronique,Desktop,119.26,Non,2,Non,2023-04-27
11518,Femme,22,2254.38,Jeune,Moyen,Beauté,Mobile,34.07,Non,3,Non,2023-12-19
11519,Homme,33,4136.78,Adulte,Élevé,Électronique,Email,53.83,Non,3,Non,2023-04-07
11520,Homme,23,3225.67,Jeune,Moyen,Électronique,App,216.27,Non,4,Non,2023-06-03
11521,Homme,39,3208.15,Adulte,Moyen,Sport,Mobile,48.37,Non,4,Non,2023-05-02
11522,Femme,25,1863.77,Jeune,Bas,Mode,Email,46.99,Oui,5,Non,2023-03-30
11523,Femme,36,3146.47,Adulte,Moyen,Maison,Desktop,67.72,Non,4,Non,2023-08-11
11524,Femme,18,5040.98,Jeune,Élevé,Beauté,Mobile,61.92,Non,3,Non,2023-03-23
11525,Femme,44,4274.99,Mature,Élevé,Mode,Mobile,120.12,Oui,3,Non,2023-11-10
11526,Homme,50,3845.35,Mature,Moyen,Maison,Mobile,100.07,Non,2,Non,2023-06-09
11527,Homme,34,3042.71,Adulte,Moyen,Maison,Email,188.54,Non,4,Non,2023-05-22
11528,Homme,36,3029.48,Adulte,Moyen,Électronique,Mobile,51.11,Non,2,Non,2023-06-23
11529,Homme,36,3282.96,Adulte,Moyen,Électronique,Desktop,67.67,Non,1,Non,2023-07-10
11530,Femme,39,3399.61,Adulte,Moyen,Maison,Desktop,83.14,Oui,3,Non,2023-02-06
11531,Homme,37,2338.76,Adulte,Moyen,Électronique,Desktop,77.08,Non,4,Non,2023-03-12
11532,Homme,45,1489.3,Mature,Bas,Sport,App,206.75,Oui,3,Non,2023-06-28
11533,Homme,50,2482.07,Mature,Moyen,Électronique,Email,100.99,Non,2,Non,2023-10-02
11534,Femme,29,3842.7,Adulte,Moyen,Beauté,Desktop,63.78,Oui,3,Non,2023-09-03
11535,Femme,34,1599.41,Adulte,Bas,Beauté,Email,32.11,Non,4,Non,2023-01-17
11536,Femme,47,2981.62,Mature,Moyen,Maison,Email,91.82,Non,2,Oui,2023-03-27
11537,Homme,23,2993.76,Jeune,Moyen,Sport,Email,67.91,Non,3,Non,2023-08-20
11538,Femme,18,2374.28,Jeune,Moyen,Beauté,Email,57.79,Non,2,Oui,2023-04-09
11539,Homme,40,2694.66,Adulte,Moyen,Électronique,Email,268.73,Non,2,Non,2023-03-15
11540,Homme,42,3326.65,Mature,Moyen,Sport,Mobile,66.94,Non,3,Non,2023-04-15
11541,Homme,30,2940.02,Adulte,Moyen,Électronique,Mobile,51.14,Non,2,Non,2023-11-02
11542,Femme,32,2505.33,Adulte,Moyen,Beauté,App,33.19,Oui,5,Non,2023-01-02
11543,Femme,30,3007.5,Adulte,Moyen,Beauté,Mobile,145.47,Non,4,Non,2023-02-22
11544,Homme,29,3747.45,Adulte,Moyen,Électronique,Mobile,552.71,Non,4,Non,2023-11-22
11545,Homme,44,1372.28,Mature,Bas,Sport,Mobile,56.79,Non,4,Non,2023-06-05
11546,Femme,26,3392.8,Adulte,Moyen,Maison,Email,127.44,Oui,4,Non,2023-07-28
11547,Femme,35,2433.88,Adulte,Moyen,Beauté,Mobile,50.53,Oui,5,Non,2023-08-13
11548,Femme,28,2582.2,Adulte,Moyen,Beauté,Desktop,120.82,Non,2,Non,2023-03-18
11549,Homme,23,3820.4,Jeune,Moyen,Électronique,Desktop,73.96,Non,3,Non,2023-09-08
11550,Homme,46,2192.22,Mature,Moyen,Électronique,Mobile,23.55,Oui,2,Non,2023-08-09
11551,Homme,32,4240.35,Adulte,Élevé,Mode,Mobile,44.74,Non,2,Non,2023-04-12
11552,Femme,39,2734.93,Adulte,Moyen,Beauté,Mobile,111.17,Non,3,Non,2023-09-19
11553,Femme,22,3894.46,Jeune,Moyen,Beauté,Mobile,65.16,Oui,4,Non,2023-07-03
11554,Femme,30,3858.92,Adulte,Moyen,Mode,Desktop,244.6,Oui,3,Non,2023-07-30
11555,Homme,45,4734.81,Mature,Élevé,Sport,Mobile,73.3,Non,3,Non,2023-08-30
11556,Homme,63,4277.91,Senior,Élevé,Sport,Desktop,182.84,Non,3,Non,2023-07-31
11557,Femme,18,2325.49,Jeune,Moyen,Électronique,App,76.67,Non,3,Non,2023-12-27
11558,Homme,35,2028.48,Adulte,Moyen,Électronique,Email,127.73,Non,4,Non,2023-05-03
11559,Femme,42,1789.29,Mature,Bas,Beauté,Email,34.55,Oui,5,Non,2023-04-07
11560,Homme,31,2675.62,Adulte,Moyen,Électronique,App,93.62,Oui,3,Non,2023-10-05
11561,Femme,46,2769.69,Mature,Moyen,Mode,Desktop,51.33,Non,2,Oui,2023-01-08
11562,Homme,29,2977.83,Adulte,Moyen,Sport,Email,84.01,Oui,5,Non,2023-09-15
11563,Homme,39,2929.64,Adulte,Moyen,Sport,Email,41.71,Non,3,Non,2023-03-04
11564,Femme,32,2462.43,Adulte,Moyen,Beauté,App,45.89,Oui,4,Non,2023-10-03
11565,Femme,50,2385.38,Mature,Moyen,Mode,Desktop,84.15,Non,2,Oui,2023-01-30
11566,Femme,31,3613.24,Adulte,Moyen,Maison,Mobile,62.19,Non,2,Non,2023-06-09
11567,Femme,34,3128.7,Adulte,Moyen,Mode,Mobile,50.93,Oui,3,Non,2023-06-08
11568,Femme,47,2766.06,Mature,Moyen,Maison,Mobile,62.12,Non,4,Non,2023-03-16
11569,Homme,27,2525.29,Adulte,Moyen,Électronique,Email,106.9,Non,3,Non,2023-03-18
11570,Femme,38,3255.7,Adulte,Moyen,Électronique,Desktop,66.6,Non,2,Oui,2023-07-15
11571,Femme,19,2453.75,Jeune,Moyen,Beauté,Mobile,51.9,Non,4,Non,2023-08-14
11572,Femme,27,2617.31,Adulte,Moyen,Mode,Email,27.44,Oui,4,Non,2023-11-07
11573,Homme,41,4590.76,Mature,Élevé,Maison,App,132.59,Non,3,Non,2023-05-30
11574,Femme,28,3714.05,Adulte,Moyen,Maison,Email,157.39,Non,2,Oui,2023-02-09
11575,Femme,32,4042.08,Adulte,Élevé,Beauté,Mobile,124.66,Non,3,Non,2023-11-25
11576,Femme,42,2969.51,Mature,Moyen,Mode,Desktop,77.55,Non,2,Non,2023-07-30
11577,Homme,32,3550.27,Adulte,Moyen,Électronique,App,81.98,Oui,3,Non,2023-08-10
11578,Homme,46,3534.68,Mature,Moyen,Maison,Mobile,50.17,Non,3,Non,2023-07-15
11579,Femme,40,3270.92,Adulte,Moyen,Beauté,Desktop,83.92,Non,2,Oui,2023-12-08
11580,Homme,42,4722.21,Mature,Élevé,Sport,Mobile,88.49,Non,4,Non,2023-08-15
11581,Femme,50,3720.91,Mature,Moyen,Électronique,Email,84.4,Non,2,Oui,2023-08-31
11582,Homme,41,3627.55,Mature,Moyen,Mode,Email,93.5,Non,4,Non,2023-06-02
11583,Femme,53,1771.1,Mature,Bas,Beauté,Mobile,165.79,Oui,3,Non,2023-10-02
11584,Homme,47,2319.47,Mature,Moyen,Électronique,Mobile,35.46,Non,4,Non,2023-12-26
11585,Femme,32,3667.48,Adulte,Moyen,Beauté,Mobile,197.12,Non,4,Non,2023-04-09
11586,Femme,50,2882.21,Mature,Moyen,Mode,Mobile,79.49,Non,2,Non,2023-07-13
11587,Homme,40,3504.83,Adulte,Moyen,Maison,Email,163.48,Non,4,Non,2023-01-19
